,anr_code,doi,title,publishedYear,hal_id
189,101039375,https://doi.org/10.48550/arXiv.2402.07667,Shaping the spatial correlations of entangled photon pairs,2024.0,
190,101039375,https://doi.org/10.1038/s41566-024-01516-w,Advances in quantum imaging,2024.0,
191,101039376,hal-04682081v1,Evolution of the polycrisis: Anthropocene traps that challenge global sustainability,2023.0,
192,101039376,hal-04682114v1,Philosophical Transactions of the Royal Society B: Biological Sciences,2024.0,
193,101039376,hal-04682057v1,Evolution and sustainability: gathering the strands for an Anthropocene synthesis,2023.0,
194,101039376,hal-04682104v1,Journal of Global Antimicrobial Resistance,2023.0,
195,101039376,hal-04682094v1,Financial influence on global risks of zoonotic emerging and re-emerging diseases: an integrative analysis,2023.0,
196,101039376,hal-04682124v1,What evidence exists regarding the impact of biodiversity on human health and well-being? A systematic map protocol,2024.0,
197,101039376,,Unearthing the social-ecological cascades of the fall armyworm invasion: A computer-assisted text analysis of digital news articles,2023.0,
198,101039376,hal-04682043v1,A global analysis of potential self-sufficiency and diversity displays diverse supply risks,2023.0,
199,101039378,,Eye Blink Detection in Sign Language Data Using CNNs and Rule-Based Methods,2024.0,
200,101039378,,Analyzing Literary Texts in Lithuanian Sign Language with Computer Vision: A Proof of Concept,2023.0,
201,101039378,,Headshakes in NGT: Relation between Phonetic Properties & Linguistic Functions,2024.0,
202,101039378,,Nonmanual Marking of Questions in Balinese Homesign Interactions: a Computer-Vision Assisted Analysis,2024.0,
203,101039399,10.1021/acs.jpcc.4c05559,Exploring Cationic Substitutions in the Solid Electrolyte NaAlCl4 with Density Functional Theory,2024.0,
204,101039416,,Fashioning Sudan. Archaeology of dress along the Middle Nile,2023.0,
205,101039416,https://doi.org/10.1484/M.NAA-EB.5.141758,Textile Workshops in the Nile Valley? Questioning the Concepts and Sources,2024.0,
206,101039416,10.54050/PRJ1619832,Archaeology of dress along the Middle Nile,2023.0,
207,101039421,https://doi.org/10.3389/fcell.2023.1332901,"The SVZ stem cell niche-components, functions, and in vitro modelling.",2023.0,
208,101039421,https://doi.org/10.3791/65176,Journal of Visualized Experiments,2023.0,
209,101039421,10.15252/embr.202254728,Humanspecific ARHGAP11B ensures humanlike basal progenitor levels in hominid cerebral organoids,2022.0,
210,101039421,https://doi.org/10.3389%2Ffnins.2023.1306166,Causes of microcephaly in human-theoretical considerations.,2023.0,
211,101039421,https://doi.org/10.1016/j.gde.2024.102267,Human-specific genetic hallmarks in neocortical development: focus on neural progenitors,2024.0,
212,101039429,http://hdl.handle.net/10810/69261,Disrupting the imaginaries of urban action to deliver just adaptation,2024.0,
213,101039429,https://zenodo.org/records/14537373,Examining Climate Justice in Urban Public Space Adaptation: A Thematic Synthesis of the Literature,2024.0,
214,101039429,http://hdl.handle.net/10810/70998,Adapting to climate change: the ultimate challenge for the next half-century of local government?,2024.0,
215,101039429,http://hdl.handle.net/10810/63743,Socio-economic projections in urban climate change adaptation planning: Practices and prospects for just adaptation,2023.0,
216,101039429,http://hdl.handle.net/10810/71002,A relational turn in climate change adaptation: Evidence from urban nature-based solutions,2024.0,
217,101039429,http://hdl.handle.net/10810/71000,Localising the Global Goal on Adaptation through intersectional thinking,2024.0,
218,101039429,http://hdl.handle.net/10810/70997,Measuring the contribution of nature-based solutions beyond climate adaptation in cities,2024.0,
219,101039429,http://hdl.handle.net/10810/71001,What is limiting how we imagine climate change adaptation?,2024.0,
220,101039429,http://hdl.handle.net/10810/68153,Integrating science and the arts to deglobalise climate change adaptation,2024.0,
221,101039433,10.1080/15283488.2024.2340488,Identity,2024.0,
222,101039436,https://openreview.net/forum?id=xtbog7cfsr,The Implicit Bias of Minima Stability in Multivariate Shallow ReLU Networks,2023.0,
223,101039436,10.48550/arxiv.2401.12617,The Joint Effect of Task Similarity and Overparameterization on Catastrophic Forgetting -- An Analytical Model,2024.0,
224,101039436,10.48550/arxiv.2306.10598,DropCompute: simple and more robust distributed synchronous training via compute variance reduction,2023.0,
225,101039436,10.48550/arxiv.2306.03534,Continual Learning in Linear Classification on Separable Data,2023.0,
226,101039436,10.48550/arxiv.2305.13064,Gradient Descent Monotonically Decreases the Sharpness of Gradient Flow Solutions in Scalar Networks and Beyond,2023.0,
227,101039436,,Minimum Variance Unbiased N:M Sparsity for the Neural Gradients,2023.0,
228,101039436,10.48550/arxiv.2303.08085,Alias-Free Convnets: Fractional Shift Invariance via Polynomial Activations,2023.0,
229,101039436,10.48550/arxiv.2311.06748,How do Minimum-Norm Shallow Denoisers Look in Function Space?,2023.0,
230,101039436,,Accurate Neural Training with 4-bit Matrix Multiplications at Standard Formats,2023.0,
231,101039436,10.48550/arxiv.2302.05334,The Role of Codeword-to-Class Assignments in Error-Correcting Codes: An Empirical Study,2023.0,
232,101039436,,How Uniform Random Weights Induce Non-uniform Bias: Typical Interpolating Neural Networks Generalize with Narrow Teachers,2024.0,
233,101039436,,Towards Cheaper Inference in Deep Networks with Lower Bit-Width Accumulators,2024.0,
234,101039436,10.48550/arxiv.2306.03072,Explore to Generalize in Zero-Shot RL,2023.0,
235,101039438,doi.org/10.1016/j.immuni.2022.07.004,Dual ontogeny of disease-associated microglia and disease inflammatory macrophages in aging and neurodegeneration,2022.0,
236,101039438,10.1146/annurev-pathmechdis-070323-124158,Dynamic Multiplex Tissue Imaging in Inflammation Research,2024.0,
237,101039438,10.1158/2159-8290.CD-24-0018,Trem2-expressing multinucleated giant macrophages are a biomarker of good prognosis in head and neck squamous cell carcinoma,2024.0,
238,101039438,10.1038/s41586-024-07282-7,Metabolic rewiring promotes anti-inflammatory effects of glucocorticoids,2024.0,
239,101039438,10.7554/eLife.86493,Fetal liver macrophages contribute to the hematopoietic stem cell niche by controlling granulopoiesis,2024.0,
240,101039438,10.1038/s41556-024-01459-y,Pressure sensing of lysosomes enables control of TFEB responses in macrophages,2024.0,
